-8.229864835674385315e-01,2.191460212830852877e-02,3.166248960144201624e-02,-3.604237344151088873e-01,-5.815498409524251233e-01,-9.634462324670681754e-01,-2.927434072740944249e-01,6.523131669956019341e-01,1.509352632435549506e-02,4.533250752953713603e-01,6.010246430695275199e-01,-2.561856190268912981e-01,-1.523170069028438878e-01,5.857712076980301497e-01,-2.572655672524962744e-01,-6.242522042684214290e-01,-5.994219239881279915e-01,-8.411758547998599012e-02,-7.447071777115446545e-02,2.674498047297430015e-01
-7.169918820106130353e-01,2.840622538340088071e-02,-7.870594377831790014e-03,-2.145224909824060278e-01,-4.142720411203283382e-01,-7.904159817025038226e-01,-1.986947629723763709e-01,3.785229356908301201e-01,5.926191830913415254e-03,3.780558669324524668e-01,5.000248114172786140e-01,-2.566219364236347333e-01,-6.406936590117154329e-02,4.953180847245164387e-01,-2.483073277204168594e-01,-5.113652424423669185e-01,-4.232911424795372524e-01,-5.219145676553282875e-02,-1.025413204303122217e-01,1.492113744837757217e-01
-5.396299889217918144e-01,1.150673064953651112e-02,-1.224310108564811289e-02,-1.630142029194750486e-01,-3.162483391071588268e-01,-5.805130580266733009e-01,-1.458111908835738324e-01,3.282322245657798288e-01,6.346324739087287441e-03,2.886580576862463055e-01,3.681178303269178054e-01,-1.814943326548475733e-01,-1.011588692305925297e-01,4.141027423652120509e-01,-2.352022581526981848e-01,-3.951362330695727954e-01,-3.209526194990532932e-01,-4.695811300136687461e-02,-6.043022685668399813e-02,1.252474159506951623e-01
-4.644429069410087041e-01,4.198034973070859099e-02,-2.824301852283564451e-02,-1.991035284404562844e-01,-2.619210702811575753e-01,-5.186583422833117574e-01,-1.220186166974926989e-01,2.744348770594229325e-01,-1.098056738129351770e-02,2.376754333614943815e-01,2.896182048850209911e-01,-1.868626621702093316e-01,-9.260604166398792025e-02,3.510649836923859235e-01,-2.038751347419211768e-01,-3.458199431726015072e-01,-2.897478829477941886e-01,-3.023835640298759564e-02,-5.846830012591863746e-02,1.194911877959311947e-01
-5.511867127172659364e-01,-1.757377051096487355e-03,-3.047504099772585517e-02,-1.417978777538596857e-01,-3.777505270820644134e-01,-6.085506369473899779e-01,-2.134615619493417937e-01,3.569560804423674849e-01,5.880098027615038997e-02,3.282250589048679723e-01,3.363819465346886139e-01,-2.309787905555792942e-01,-5.189904752478297079e-03,4.047060331887912255e-01,-1.926388088713293090e-01,-4.253678085981530410e-01,-3.686736599134590731e-01,-1.264767437539498530e-02,-4.915108732525079460e-02,6.363481356741008954e-02
-6.409398018198595448e-01,1.977381122740573538e-02,1.545035632670951724e-02,-1.933520657017129274e-01,-4.156395329308700815e-01,-6.775881874544018579e-01,-1.854732227990664173e-01,3.682977747884583208e-01,-3.740374885579622524e-03,3.782020849573096144e-01,4.316427975725664612e-01,-2.263269565506726422e-01,-4.859372497701214960e-02,4.552535780618511274e-01,-2.011886303188826775e-01,-4.918505285623971379e-01,-4.127204975396299158e-01,8.603691739259792387e-03,-4.050617066910082442e-02,1.265968822452389897e-01
-7.605933614798273679e-01,3.519354105601606164e-02,-1.893373656883142256e-02,-2.179505055006702163e-01,-4.672735751197216181e-01,-8.187153119892065511e-01,-2.034670865221734348e-01,3.925831547808159017e-01,-7.538229452078128862e-03,4.384690770918651115e-01,5.009863214271259579e-01,-2.886542396184292869e-01,-5.952961454719611634e-02,5.517632943295195380e-01,-2.584079736885958045e-01,-5.214152451992279946e-01,-4.346911769321411545e-01,-4.827138363317257791e-02,-9.980089527861055188e-02,1.750754162460081420e-01
-8.611001524136476792e-01,4.412118246544936839e-02,-3.090299859310460112e-02,-2.514935351600196545e-01,-5.232582467059844200e-01,-8.975677413772279456e-01,-2.165316026727908405e-01,4.819874936388841014e-01,1.804827513061184330e-02,4.728975228379351803e-01,5.340863432691900226e-01,-3.096243674050492833e-01,-6.558448740036253166e-02,5.275376908859538139e-01,-2.760096986316380452e-01,-5.869467522625432254e-01,-4.902644166820691041e-01,-3.341373234450585594e-02,-9.482819604262095192e-02,1.272996007896063653e-01
-7.007981180136213517e-01,2.832291060009883496e-02,-1.300479923348254194e-03,-1.997918590000659078e-01,-4.299389405782869100e-01,-7.739841590515506020e-01,-2.196376308845271741e-01,4.106642426564043880e-01,1.920833259886791516e-02,3.913256746098713879e-01,4.519335866762856924e-01,-2.772243087918017102e-01,-5.165096086411386650e-02,4.938757157326869041e-01,-2.241692765848102009e-01,-5.099916632204211098e-01,-4.196132586253372154e-01,-2.895468775295399061e-02,-6.208020755034431015e-02,1.205258104177038825e-01
-8.457821581635314168e-01,4.886214138166247029e-02,3.892172300465433082e-02,-2.104054892840220847e-01,-5.129429748541622924e-01,-9.135937895209410575e-01,-2.187000531661758285e-01,4.478043999175300161e-01,-3.970885601940974015e-03,4.898613512253130464e-01,5.642366612852059982e-01,-2.987582996621578890e-01,-5.331023080281198367e-02,6.077297742919236523e-01,-2.130132297570411504e-01,-6.443748075121030761e-01,-5.275594421031216674e-01,-1.823874950809740644e-02,-1.614134948504541700e-01,1.707955218331705383e-01
